,平均気温(℃),降水量の合計(mm),日照時間(時間),1日前平均気温(℃),2日前平均気温(℃),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時)
2012/2/15,7.6,0,0.6,3.3,3.7,曇,曇
2012/2/16,3.3,1,0,3.7,2.5,曇時々雪一時雨、あられを伴う,曇後時々雨、あられを伴う
2012/2/17,3.7,2,5.9,2.5,3.3,雪後時々曇,晴時々曇
2012/2/18,2.5,0.5,9.8,3.3,5.8,晴,快晴
2012/2/19,3.3,0,8.7,5.8,8.1,快晴,晴
2012/2/20,5.8,0,10,8.1,7.9,快晴,晴
2012/2/21,8.1,0,10.1,7.9,7.8,曇,晴
2012/2/22,7.9,0,3.1,7.8,11.5,曇後雨,晴後曇
2012/2/23,7.8,17,2.7,11.5,5.8,薄曇,雨後晴
2012/2/24,11.5,0,7.7,5.8,6,曇後雨,晴時々曇
2012/2/25,5.8,19,0,6,4.7,曇,雨後曇
2012/2/26,6,0,0.4,4.7,3.7,曇,曇
2012/2/27,4.7,0,5.7,3.7,2.3,曇,晴後一時曇
2012/2/28,3.7,0,8.2,2.3,8.2,曇後雪,薄曇一時晴
2012/2/29,2.3,18.5,0,8.2,7.3,曇後晴,雪後時々雨一時曇
2012/3/1,8.2,0,3.1,7.3,7.1,曇,曇時々晴
2012/3/2,7.3,10,0,7.1,5.5,雨一時霧雨後曇,雨一時曇
2012/3/3,7.1,0.5,6.4,5.5,5.7,曇,晴時々曇
2012/3/4,5.5,0.5,0,5.7,11.4,雨,曇
2012/3/5,5.7,37,0,11.4,12.6,曇,大雨後一時曇
2012/3/6,11.4,3,4.2,12.6,9.6,曇一時霧雨,曇一時雨後晴
2012/3/7,12.6,0,0.3,9.6,7.3,曇後時々雨,曇
2012/3/8,9.6,0,0,7.3,5.3,曇後雨,雨後曇
2012/3/9,7.3,26.5,0,5.3,7.4,雨,雨
2012/3/10,5.3,19.5,0.1,7.4,7.2,曇一時晴,雨時々みぞれ後一時曇
2012/3/11,7.4,0,4.9,7.2,6.8,晴,晴時々曇
2012/3/12,7.2,0,7.4,6.8,7.2,晴,晴一時曇
2012/3/13,6.8,0,10.6,7.2,7.9,晴,晴
2012/3/14,7.2,0,9.3,7.9,7.7,晴,晴
2012/3/15,7.9,0,11.2,7.7,6.8,快晴,晴
2012/3/16,7.7,0,9.2,6.8,9.6,曇後一時雨,薄曇一時晴
2012/3/17,6.8,24,0,9.6,9.1,雨一時曇後晴,雨
2012/3/18,9.6,1,0,9.1,8.2,曇一時雨後晴,曇後時々雨
2012/3/19,9.1,0,6.5,8.2,8.1,曇,晴後曇
2012/3/20,8.2,0,8.7,8.1,10.1,晴時々曇,晴後一時薄曇
2012/3/21,8.1,0,10.2,10.1,9.9,晴後一時薄曇,快晴
2012/3/22,10.1,0,3.5,9.9,8.4,曇,曇
2012/3/23,9.9,11,0,8.4,9.1,雨後一時霧雨,雨一時曇
2012/3/24,8.4,3.5,1.8,9.1,8.2,晴,雨後一時晴
2012/3/25,9.1,0,8.1,8.2,9.6,快晴,晴一時曇
2012/3/26,8.2,0,7.2,9.6,11.2,晴,晴後曇
2012/3/27,9.6,0,11.9,11.2,11.7,快晴,快晴
2012/3/28,11.2,0,8.8,11.7,15.3,晴,晴後一時雨
2012/3/29,11.7,0,11.9,15.3,14.1,薄曇,快晴
2012/3/30,15.3,0,3.7,14.1,10,曇,曇後一時晴
2012/3/31,14.1,8,0.7,10,10.8,曇時々雨後晴,雨時々曇
2012/4/1,10,0,9.3,10.8,14,晴,晴
2012/4/2,10.8,0,11,14,11.9,晴時々薄曇,晴
2012/4/3,14,21.5,2,11.9,14.8,晴一時雨、大風を伴う,曇後雨
2012/4/4,11.9,0,10.7,14.8,10.7,晴後時々薄曇,晴
2012/4/5,14.8,0,10.2,10.7,8.8,晴時々曇一時雨,晴一時薄曇
2012/4/6,10.7,0.5,8,8.8,9.5,晴一時雨,晴時々曇
2012/4/7,8.8,0,7.9,9.5,16.6,曇時々晴,晴後時々曇
2012/4/8,9.5,0,9.9,16.6,16.4,晴後一時薄曇,晴
2012/4/9,16.6,0,11,16.4,15.7,快晴,晴後一時薄曇
2012/4/10,16.4,0,9.1,15.7,17.4,曇時々晴後一時雨,薄曇
2012/4/11,15.7,16,0,17.4,17.2,雨後晴,雨時々曇
2012/4/12,17.4,0,11.7,17.2,9.9,薄曇時々晴,晴後一時薄曇
2012/4/13,17.2,4,5.6,9.9,11.8,雨一時曇,曇
2012/4/14,9.9,32,0,11.8,13.1,雨後晴時々曇,雨
2012/4/15,11.8,0,8.9,13.1,14.9,晴一時薄曇,薄曇一時晴
2012/4/16,13.1,0,5.1,14.9,15,曇,薄曇
2012/4/17,14.9,1.5,3,15,14.2,晴一時雨,曇後時々雨、雷を伴う
2012/4/18,15,0,7.6,14.2,13.3,曇後時々雨,晴後一時曇
2012/4/19,14.2,0,1,13.3,11.8,曇,曇一時晴
2012/4/20,13.3,0,0.3,11.8,11.3,曇,曇一時雨
2012/4/21,11.8,0,0,11.3,13.4,曇一時晴,曇
2012/4/22,11.3,5.5,0,13.4,18.3,雨,曇時々雨
2012/4/23,13.4,9,0,18.3,18.4,雨後晴,雨
2012/4/24,18.3,1,8.2,18.4,18.3,曇一時雨後時々晴、雷を伴う,晴一時曇
2012/4/25,18.4,0,4.1,18.3,16.6,曇一時雨,曇一時晴
2012/4/26,18.3,1,0.1,16.6,18.3,雨一時曇,雨時々曇
2012/4/27,16.6,26.5,0,18.3,20.6,霧雨後曇,雨後一時霧雨
2012/4/28,18.3,0,7.7,20.6,20.7,曇時々晴,曇後晴
2012/4/29,20.6,0,9.7,20.7,20.5,曇,晴後薄曇
2012/4/30,20.7,0,0.3,20.5,18.8,曇,曇
2012/5/1,20.5,0.5,2.3,18.8,17.9,曇一時雨,曇時々雨
2012/5/2,18.8,37,0,17.9,18.6,大雨,雨一時曇
2012/5/3,17.9,121.5,0,18.6,21.2,曇時々雨,大雨
2012/5/4,18.6,5,1.2,21.2,19.7,晴一時雨,曇時々雨
2012/5/5,21.2,0,12.3,19.7,18.5,晴後一時曇,晴
2012/5/6,19.7,1,7.6,18.5,20.5,晴後時々曇,晴後一時雨、雷を伴う
2012/5/7,18.5,0,11.3,20.5,19.3,晴後時々曇,晴一時薄曇
2012/5/8,20.5,0,7.1,19.3,17.1,曇,晴後薄曇
2012/5/9,19.3,7.5,0,17.1,17.4,雨後曇、雷を伴う,曇後雨、雷を伴う
2012/5/10,17.1,3.5,7.6,17.4,16.3,快晴,晴後曇一時雨、雷を伴う
2012/5/11,17.4,0,11.9,16.3,17,晴時々薄曇,晴後時々薄曇
2012/5/12,16.3,0,8.4,17,19.7,快晴,晴一時曇
2012/5/13,17,0,10.8,19.7,18.7,晴,晴後曇
2012/5/14,19.7,0,11.8,18.7,22,薄曇後一時雨,薄曇後一時晴
2012/5/15,18.7,11.5,0,22,21.6,雨一時霧雨後曇,雨一時曇
2012/5/16,22,0,8.2,21.6,18.8,薄曇一時晴,晴一時曇
2012/5/17,21.6,0,3.6,18.8,20.3,曇後時々雨、雷を伴う,曇後一時晴
2012/5/18,18.8,4.5,7.3,20.3,21.3,快晴,晴時々曇一時雨、雷を伴う
2012/5/19,20.3,0,11.6,21.3,20.2,薄曇,晴後一時薄曇
2012/5/20,21.3,0,5.3,20.2,14.6,曇,薄曇
2012/5/21,20.2,0,6.9,14.6,18.7,曇,曇
2012/5/22,14.6,33,0,18.7,22,雨後霧雨,雨、雷を伴う
2012/5/23,18.7,0,8.3,22,20.4,曇後晴,曇時々晴
2012/5/24,22,0,9.3,20.4,21,曇,薄曇一時晴
2012/5/25,20.4,0,0.1,21,22.5,曇一時雨,曇時々雨
2012/5/26,21,0,5.9,22.5,21.4,曇後一時晴,薄曇
2012/5/27,22.5,0,12.5,21.4,20.7,曇一時晴,晴
2012/5/28,21.4,5.5,7.9,20.7,20.1,曇時々雨一時晴,晴後一時雨、雷を伴う
2012/5/29,20.7,0.5,6,20.1,20.3,曇時々晴一時雨,晴時々曇
2012/5/30,20.1,0,6,20.3,21.3,曇,晴時々薄曇
2012/5/31,20.3,0,4.2,21.3,21.6,曇,薄曇
2012/6/1,21.3,1.5,2.6,21.6,20.3,曇後晴,曇時々晴一時雨、雷を伴う
2012/6/2,21.6,0,7.9,20.3,22.1,曇一時雨,薄曇一時晴
2012/6/3,20.3,0.5,2.8,22.1,21.7,晴一時曇,曇後一時晴
2012/6/4,22.1,0,9.9,21.7,19.4,曇,晴後薄曇
2012/6/5,21.7,0,0,19.4,21.1,曇時々雨,曇
2012/6/6,19.4,4,0,21.1,23.5,晴一時曇,雨後曇
2012/6/7,21.1,0,9,23.5,19,曇後晴,薄曇
2012/6/8,23.5,1,9.5,19,21.9,雨時々曇,晴時々薄曇
2012/6/9,19,29.5,0,21.9,20,雨後曇,雨
2012/6/10,21.9,1,5.6,20,16.9,曇時々雨,曇時々晴一時雨
2012/6/11,20,1,0.3,16.9,17.4,曇,曇
2012/6/12,16.9,11.5,0,17.4,18.6,雨後時々曇,曇後雨
2012/6/13,17.4,1,1.2,18.6,20.3,曇,曇
2012/6/14,18.6,0,8.5,20.3,20.2,晴後曇,曇後晴
2012/6/15,20.3,0,7.3,20.2,23.3,曇後時々雨,薄曇一時晴
2012/6/16,20.2,6.5,0,23.3,24.5,雨一時曇,雨時々曇
2012/6/17,23.3,7,3.4,24.5,23.9,曇一時晴,曇一時雨
2012/6/18,24.5,0,5.1,23.9,26.9,曇,曇後晴
2012/6/19,23.9,72.5,0,26.9,23.7,暴風雨後晴時々曇,曇後雨
2012/6/20,26.9,0,4.9,23.7,21.1,曇,曇
2012/6/21,23.7,0,0.2,21.1,22.2,曇後一時雨,雨時々曇
2012/6/22,21.1,48,0.1,22.2,22.6,曇,雨後曇
2012/6/23,22.2,0,1.8,22.6,18.4,曇,曇
2012/6/24,22.6,0,3.9,18.4,19.5,曇,曇一時晴
2012/6/25,18.4,0,0.4,19.5,20.6,曇,曇
2012/6/26,19.5,0,12.9,20.6,22.5,曇時々晴,晴
2012/6/27,20.6,0,11.2,22.5,23.4,薄曇,薄曇
2012/6/28,22.5,0,3.2,23.4,23.3,曇,曇
2012/6/29,23.4,0,5.6,23.3,21.9,晴時々曇,曇後晴
2012/6/30,23.3,0,8,21.9,22.8,曇,晴後時々薄曇
2012/7/1,21.9,7.5,0.6,22.8,23.5,雨,雨時々曇
2012/7/2,22.8,8,3.9,23.5,24.8,曇,曇時々雨後晴
2012/7/3,23.5,9,1.3,24.8,26.7,雨,曇後雨
2012/7/4,24.8,3,9.9,26.7,25.3,曇,晴
2012/7/5,26.7,0,1.6,25.3,23,曇後時々雨,曇
2012/7/6,25.3,8,0.3,23,22.6,雨後時々曇,曇後時々雨
2012/7/7,23,23,0,22.6,24.9,雨時々曇,雨時々曇一時霧雨
2012/7/8,22.6,6,4.3,24.9,26.5,晴時々曇,曇一時雨
2012/7/9,24.9,0,12.1,26.5,27,曇,晴
2012/7/10,26.5,0,11.7,27,26.7,晴,晴
2012/7/11,27,0,11.9,26.7,27.4,曇一時晴,薄曇時々晴
2012/7/12,26.7,2,0,27.4,28.6,曇時々雨,雨時々曇
2012/7/13,27.4,11.5,3,28.6,29.1,曇後大雨、雷を伴う,曇一時晴
2012/7/14,28.6,41,5.5,29.1,29.5,曇,曇時々晴
2012/7/15,29.1,0,7.8,29.5,29.9,薄曇一時晴,曇時々晴
2012/7/16,29.5,0,9.4,29.9,28.5,曇後晴,薄曇後時々晴
2012/7/17,29.9,0,10.1,28.5,28.2,晴一時薄曇,晴後一時薄曇
2012/7/18,28.5,0,7.7,28.2,20.5,曇一時雨、雷を伴う,薄曇
2012/7/19,28.2,0,8.1,20.5,19.6,曇,薄曇時々晴
2012/7/20,20.5,7,0,19.6,20.8,曇時々雨,曇後時々雨
2012/7/21,19.6,4,0,20.8,25.1,曇後一時雨,曇時々雨
2012/7/22,20.8,0,0,25.1,27.8,曇一時雨,曇
2012/7/23,25.1,0,3.6,27.8,29.5,薄曇,曇時々晴
2012/7/24,27.8,0,1.5,29.5,30.8,曇後一時晴,曇後一時雨
2012/7/25,29.5,0,6.8,30.8,30,曇後一時晴,薄曇時々晴
2012/7/26,30.8,0,8.9,30,30.1,晴,晴
2012/7/27,30,0,9.3,30.1,29.5,薄曇,晴時々曇
2012/7/28,30.1,0,9.5,29.5,29.6,曇後一時晴,晴
2012/7/29,29.5,0,9.8,29.6,29,晴時々薄曇,薄曇一時晴
2012/7/30,29.6,0,12.2,29,29.4,曇時々晴,晴
2012/7/31,29,0,10.5,29.4,30.2,晴後時々曇,晴
2012/8/1,29.4,0,5.9,30.2,29.8,晴,曇時々晴
2012/8/2,30.2,0,9.6,29.8,28.6,晴後一時曇,晴
2012/8/3,29.8,0,8.1,28.6,29.8,晴時々曇,晴時々曇
2012/8/4,28.6,0,2.6,29.8,27.4,晴時々曇,曇後一時雨
2012/8/5,29.8,0,10.3,27.4,28.7,曇一時晴,晴
2012/8/6,27.4,15.5,1.6,28.7,25.8,曇後一時晴,曇時々雨、雷を伴う
2012/8/7,28.7,0,7.6,25.8,25.9,曇一時晴,晴後時々曇
2012/8/8,25.8,0,6.6,25.9,27.1,曇時々晴,晴一時曇
2012/8/9,25.9,0,7.9,27.1,28.8,晴後曇,晴
2012/8/10,27.1,0,5.9,28.8,27.6,曇,薄曇
2012/8/11,28.8,0,2.2,27.6,29.8,曇時々雨,曇
2012/8/12,27.6,0.5,4.2,29.8,28.6,晴時々曇,曇後晴
2012/8/13,29.8,0,9.4,28.6,29.1,曇後一時雨,晴後一時薄曇
2012/8/14,28.6,1,2.2,29.1,30.1,晴後曇,曇時々雨
2012/8/15,29.1,0,3.1,30.1,30.5,曇後晴,曇
2012/8/16,30.1,0,7,30.5,28,晴後薄曇,曇時々晴
2012/8/17,30.5,0,8.3,28,29,曇時々雨、雷を伴う,晴時々薄曇
2012/8/18,28,8,2.3,29,29.1,薄曇後晴,曇一時雨、雷を伴う
2012/8/19,29,0,11.5,29.1,29.7,晴,晴
2012/8/20,29.1,0,9.4,29.7,29.6,晴,晴
2012/8/21,29.7,0,11.8,29.6,30.1,晴,快晴
2012/8/22,29.6,0,11,30.1,30,晴,晴
2012/8/23,30.1,0,11.7,30,29.9,晴,晴
2012/8/24,30,0,10.6,29.9,30.1,晴後一時薄曇,晴
2012/8/25,29.9,0,9.3,30.1,30,晴,晴
2012/8/26,30.1,0,10.2,30,29.6,晴,晴後一時薄曇
2012/8/27,30,0,10.9,29.6,29.1,晴後一時薄曇,晴
2012/8/28,29.6,0,9.6,29.1,30.2,薄曇時々晴,薄曇後時々晴
2012/8/29,29.1,0,7.4,30.2,29.6,薄曇,薄曇
2012/8/30,30.2,0,9.9,29.6,27.9,晴,晴一時薄曇
2012/8/31,29.6,0,7.9,27.9,25.8,晴,晴
2012/9/1,27.9,22.5,4.3,25.8,26.9,曇時々雨,曇時々雨
2012/9/2,25.8,17.5,2.3,26.9,27.3,曇時々晴一時雨,曇時々雨、雷を伴う
2012/9/3,26.9,0.5,2.8,27.3,28.6,曇一時雨、雷を伴う,曇
2012/9/4,27.3,4.5,4.6,28.6,27.3,曇後晴、雷を伴う,曇後晴
2012/9/5,28.6,0,8.1,27.3,27.6,薄曇後一時晴,薄曇時々晴
2012/9/6,27.3,2,3.5,27.6,28.1,曇時々雨一時晴,曇後一時雨、雷を伴う
2012/9/7,27.6,0,6.4,28.1,28.8,曇時々晴,晴
2012/9/8,28.1,0,6,28.8,28.9,晴,晴時々曇
2012/9/9,28.8,0,10.2,28.9,28.7,晴後時々曇,晴
2012/9/10,28.9,0,9.7,28.7,28.1,晴,晴時々薄曇
2012/9/11,28.7,0,9.9,28.1,28.8,曇時々雨、雷を伴う,晴
2012/9/12,28.1,0,9.4,28.8,28.8,晴,晴時々薄曇
2012/9/13,28.8,0,11.4,28.8,28.3,薄曇後晴,晴一時薄曇
2012/9/14,28.8,0,9.2,28.3,28.3,晴時々曇,晴
2012/9/15,28.3,0,8.5,28.3,27.9,晴後一時曇,晴時々曇
2012/9/16,28.3,3.5,4.6,27.9,28,曇時々雨一時晴,曇後晴
2012/9/17,27.9,8.5,4.8,28,26.7,曇時々雨,晴時々雨
2012/9/18,28,5.5,4.6,26.7,27.6,曇時々大雨、雷を伴う,曇時々晴
2012/9/19,26.7,36,0.4,27.6,24.7,曇後一時晴,曇時々雨
2012/9/20,27.6,0,9.5,24.7,22.3,晴後曇,晴
2012/9/21,24.7,16,2,22.3,20.3,曇後雨,曇時々雨、雷を伴う
2012/9/22,22.3,10.5,1.3,20.3,23.2,雨時々曇,曇一時雨
2012/9/23,20.3,45.5,0,23.2,20.4,曇後時々晴,大雨
2012/9/24,23.2,21.5,7.5,20.4,21.8,雨時々曇、雷を伴う,晴後一時曇
2012/9/25,20.4,7.5,0,21.8,21.2,曇,曇
2012/9/26,21.8,0,7,21.2,22.3,薄曇,薄曇
2012/9/27,21.2,0,4.1,22.3,24.9,曇時々雨,曇
2012/9/28,22.3,0,0.1,24.9,25.7,晴,曇時々雨
2012/9/29,24.9,0,6,25.7,26.9,薄曇後時々晴,晴時々曇
2012/9/30,25.7,13,6.2,26.9,23.7,雨後晴,薄曇後一時雨
2012/10/1,26.9,0,11.1,23.7,20.7,晴時々曇,快晴
2012/10/2,23.7,0,1.7,20.7,22.5,曇時々雨,晴時々曇
2012/10/3,20.7,13,0,22.5,23.8,曇時々雨,雨時々曇
2012/10/4,22.5,30,6.1,23.8,24,曇一時大雨、雷を伴う,晴一時雨
2012/10/5,23.8,0,7.4,24,19.1,曇,晴後一時薄曇
2012/10/6,24,8,4.2,19.1,19.8,雨時々曇,曇後晴
2012/10/7,19.1,13.5,2.1,19.8,19.1,晴一時曇,雨後晴時々曇
2012/10/8,19.8,0,6,19.1,19.2,曇,晴後時々曇
2012/10/9,19.1,0,2.5,19.2,20.8,曇時々晴,曇後時々晴
2012/10/10,19.2,0.5,4,20.8,20.9,曇時々雨,晴時々曇
2012/10/11,20.8,0,4.8,20.9,20.7,曇後時々雨,晴時々曇
2012/10/12,20.9,0,6.1,20.7,17.9,曇後晴,晴後薄曇
2012/10/13,20.7,0,9.4,17.9,21,曇時々晴,薄曇時々晴
2012/10/14,17.9,0,0.2,21,19.1,曇後一時晴,曇時々雨
2012/10/15,21,0,6.8,19.1,17.7,晴一時曇,晴後一時曇
2012/10/16,19.1,0,9.6,17.7,17.8,晴後一時曇,晴
2012/10/17,17.7,19.5,2.8,17.8,16.3,雨後曇,曇一時雨
2012/10/18,17.8,21.5,0,16.3,18.1,大雨後一時曇,雨時々曇
2012/10/19,16.3,13.5,8.2,18.1,19.1,曇時々晴,晴一時曇
2012/10/20,18.1,0,7.2,19.1,19.8,快晴,晴
2012/10/21,19.1,0,9.9,19.8,20.5,快晴,快晴
2012/10/22,19.8,0,5.5,20.5,17.2,晴後曇,晴一時薄曇
2012/10/23,20.5,6,1.2,17.2,16.6,晴一時雨,曇時々雨
2012/10/24,17.2,0,9.7,16.6,18.3,曇一時晴,晴
2012/10/25,16.6,0,0.8,18.3,18,曇後晴,曇後一時晴
2012/10/26,18.3,0,9,18,15.4,曇,晴後一時薄曇
2012/10/27,18,0,5.1,15.4,17.7,曇後一時雨,晴時々曇
2012/10/28,15.4,20.5,0.5,17.7,15.5,雨時々曇,曇時々雨
2012/10/29,17.7,8.5,9.2,15.5,14.9,晴,晴
2012/10/30,15.5,0,1.5,14.9,15.3,晴,曇後一時晴
2012/10/31,14.9,0,4,15.3,14.9,晴,晴時々曇
2012/11/1,15.3,0,9.4,14.9,14,快晴,晴
2012/11/2,14.9,0,9,14,14.9,曇時々晴,晴
2012/11/3,14,0,4.2,14.9,13.5,晴,曇後晴
2012/11/4,14.9,0,9.6,13.5,14,薄曇,晴後一時薄曇
2012/11/5,13.5,0,0.1,14,16.5,雨時々曇,曇
2012/11/6,14,41,0,16.5,15.6,曇一時霧雨後晴、霧を伴う,大雨後一時曇
2012/11/7,16.5,0,7.9,15.6,16.5,晴,晴
2012/11/8,15.6,0,7.1,16.5,15.7,薄曇,晴
2012/11/9,16.5,0,3.5,15.7,13.2,曇後晴,曇後時々晴
2012/11/10,15.7,0,9.7,13.2,15.3,晴後薄曇,快晴
2012/11/11,13.2,14,0.2,15.3,14.9,雨後一時曇,曇後一時雨
2012/11/12,15.3,3,2.9,14.9,13.6,晴時々曇,霧雨時々曇後晴
2012/11/13,14.9,0,3.5,13.6,11.7,晴一時曇,晴時々曇
2012/11/14,13.6,0,8.4,11.7,13.3,晴,晴後一時曇
2012/11/15,11.7,0,8.6,13.3,13.7,晴,薄曇時々晴
2012/11/16,13.3,0,9.6,13.7,12.7,晴後曇,快晴
2012/11/17,13.7,60.5,0,12.7,8.6,大雨後晴,曇後雨
2012/11/18,12.7,0,9.5,8.6,11.8,曇一時晴,快晴
2012/11/19,8.6,0,0.4,11.8,11.4,快晴,曇後一時晴
2012/11/20,11.8,0,9.2,11.4,10.9,薄曇後一時晴,晴後一時薄曇
2012/11/21,11.4,0,9.2,10.9,10.3,曇後一時雨,晴
2012/11/22,10.9,0,3,10.3,10.5,薄曇時々晴,曇後一時晴
2012/11/23,10.3,5,0,10.5,9.4,曇後一時雨,雨時々曇
2012/11/24,10.5,0.5,3.9,9.4,8.8,晴一時曇,曇一時雨後晴
2012/11/25,9.4,0,8.8,8.8,11,曇一時晴,晴後一時薄曇
2012/11/26,8.8,26,0,11,7.2,曇後一時晴,雨一時曇
2012/11/27,11,0,9.1,7.2,10.1,晴後時々曇,快晴
2012/11/28,7.2,0.5,0.3,10.1,10.5,晴一時曇,曇時々雨
2012/11/29,10.1,3.5,5.9,10.5,7.3,曇一時雨,曇一時晴
2012/11/30,10.5,0,0.3,7.3,5.6,曇後一時晴,曇
2012/12/1,7.3,0,2.5,5.6,6.7,快晴,曇時々雨後晴
2012/12/2,5.6,2.5,4.4,6.7,9.9,雨後曇,晴後曇
2012/12/3,6.7,1,0,9.9,9.8,曇時々雨,曇
2012/12/4,9.9,1.5,0.3,9.8,11.9,晴,曇時々雨後晴
2012/12/5,9.8,0,7.6,11.9,8.4,曇時々晴,晴後時々曇
2012/12/6,11.9,0,8.6,8.4,9.3,晴,晴
2012/12/7,8.4,0,8.5,9.3,6.6,晴,晴
2012/12/8,9.3,0,8.8,6.6,5.4,晴,快晴
2012/12/9,6.6,0,8.5,5.4,6.7,快晴,晴
2012/12/10,5.4,0,8.2,6.7,7.2,快晴,晴
2012/12/11,6.7,0,8.7,7.2,7.1,快晴,晴
2012/12/12,7.2,0,8.2,7.1,7.3,快晴,晴
2012/12/13,7.1,0,9,7.3,7.2,快晴,快晴
2012/12/14,7.3,0,7.4,7.2,12,曇一時雨,薄曇時々晴
2012/12/15,7.2,2,0,12,7.9,曇後一時雨,曇時々雨
2012/12/16,12,0.5,8.9,7.9,10.4,晴後薄曇,快晴
2012/12/17,7.9,1.5,0,10.4,6.1,曇時々雨,曇時々雨
2012/12/18,10.4,0,5.4,6.1,6.6,曇,曇時々晴
2012/12/19,6.1,0,6.4,6.6,6.8,快晴,晴時々曇
2012/12/20,6.6,0,7.7,6.8,6.8,晴,晴
2012/12/21,6.8,0,3.9,6.8,7.1,曇後一時雨,曇一時晴
2012/12/22,6.8,16.5,1.2,7.1,5.1,晴後曇,雨後一時晴
2012/12/23,7.1,0,0.6,5.1,4.5,晴,曇後一時晴
2012/12/24,5.1,0,8.6,4.5,4.4,晴,晴
2012/12/25,4.5,0,9,4.4,3.9,快晴,快晴
2012/12/26,4.4,0,8.9,3.9,4.2,快晴,晴
2012/12/27,3.9,0,8.8,4.2,7.5,晴,晴
2012/12/28,4.2,2.5,0,7.5,7.2,雨後時々曇,曇後時々雨
2012/12/29,7.5,1,6.3,7.2,8.8,曇後時々雨,晴時々曇
2012/12/30,7.2,40,0,8.8,6.5,曇一時雨,雨
2012/12/31,8.8,0,0.5,6.5,10,晴,曇後晴
2013/1/1,6.5,0,8.9,10,5.6,快晴,晴
2013/1/2,10,0,8.8,5.6,3.2,快晴,快晴
2013/1/3,5.6,0,6.1,3.2,2.8,晴,曇時々晴
2013/1/4,3.2,0,9,2.8,4.7,晴,快晴
2013/1/5,2.8,0,0.9,4.7,5.5,薄曇後晴,曇
2013/1/6,4.7,0,5.3,5.5,6.6,薄曇後晴,薄曇一時晴
2013/1/7,5.5,0,4.4,6.6,6.7,晴時々曇,晴時々曇
2013/1/8,6.6,0,7.6,6.7,5.5,晴後曇,晴
2013/1/9,6.7,0,6,5.5,5.1,曇一時晴,晴時々曇
2013/1/10,5.5,0,7.3,5.1,4.6,晴,晴
2013/1/11,5.1,0,9,4.6,7.6,晴後一時曇,快晴
2013/1/12,4.6,0,6.2,7.6,3.5,快晴,晴一時曇
2013/1/13,7.6,0,8.4,3.5,4.4,曇後時々雨,晴時々薄曇
2013/1/14,3.5,64,0,4.4,3.6,晴一時雪,雪一時雨
2013/1/15,4.4,0,8.1,3.6,4.3,曇,晴後一時薄曇
2013/1/16,3.6,0,2.8,4.3,3.3,晴,曇後晴
2013/1/17,4.3,0,7.8,3.3,5.2,曇後晴,晴時々薄曇
2013/1/18,3.3,0,9.3,5.2,6.1,快晴,快晴
2013/1/19,5.2,0,9.3,6.1,6.5,快晴,快晴
2013/1/20,6.1,0,9,6.5,6.2,薄曇時々晴,快晴
2013/1/21,6.5,0,6.8,6.2,6.5,曇一時雨,薄曇
2013/1/22,6.2,3,2.6,6.5,6,晴,雨後晴
2013/1/23,6.5,0.5,4.1,6,6.8,雨時々曇,曇
2013/1/24,6,2.5,4.7,6.8,3.8,晴,曇時々晴
2013/1/25,6.8,0,6.4,3.8,4.8,晴,晴後一時曇
2013/1/26,3.8,0,7.6,4.8,5.4,快晴,晴一時曇
2013/1/27,4.8,0,9.6,5.4,7.1,曇時々晴一時雪,快晴
2013/1/28,5.4,0,8.1,7.1,8.1,快晴,晴一時雪
2013/1/29,7.1,0,9.5,8.1,5.8,晴,快晴
2013/1/30,8.1,0,9.6,5.8,7.9,快晴,快晴
2013/1/31,5.8,0,9.3,7.9,15.6,快晴,晴一時薄曇
2013/2/1,7.9,0,6.4,15.6,9.9,曇一時雨,晴後曇
2013/2/2,15.6,0,4.2,9.9,10.1,晴一時曇,曇一時雨
2013/2/3,9.9,0,9.6,10.1,9.5,曇,晴
2013/2/4,10.1,0,5.2,9.5,3.4,晴,晴時々曇一時雨
2013/2/5,9.5,0,5.6,3.4,7.1,曇後雨一時みぞれ,曇時々晴
2013/2/6,3.4,16,0,7.1,4.7,曇後一時雨,みぞれ時々雪後雨
2013/2/7,7.1,0,6.6,4.7,4.4,薄曇後一時晴,薄曇時々晴
2013/2/8,4.7,0,4.4,4.4,5.4,晴後曇,曇後晴
2013/2/9,4.4,0,8.9,5.4,5,曇時々晴,薄曇
2013/2/10,5.4,0,9.8,5,4.1,快晴,晴
2013/2/11,5,0,9.2,4.1,6.7,晴,晴
2013/2/12,4.1,0,0.9,6.7,7.3,曇後みぞれ、あられを伴う,曇後一時雨
2013/2/13,6.7,8.5,9.9,7.3,5.4,晴時々曇,晴一時曇
2013/2/14,7.3,0,2.6,5.4,3.1,曇,曇後時々晴
2013/2/15,5.4,3,0,3.1,4.1,晴一時雨,曇後雨
2013/2/16,3.1,0,10,4.1,5.2,快晴,快晴
2013/2/17,4.1,0,7.7,5.2,5.5,薄曇時々晴,晴時々薄曇
2013/2/18,5.2,0,0,5.5,4.4,曇一時雨,雨時々曇
2013/2/19,5.5,0.5,0,4.4,4.5,曇,雪時々曇
2013/2/20,4.4,0,7,4.5,5.5,晴,曇後晴
2013/2/21,4.5,0,7.2,5.5,6.2,晴,晴
2013/2/22,5.5,0,8.2,6.2,3.6,快晴,薄曇時々晴
